dataset_legivel,documento,taxa_encontrado,sim_media_geral
zeroshoot,VARZ_1_Escritura-Escritura_20221128_000.pdf,0.9166666666666666,0.868765210111936
zeroshoot,VECS_1_Escritura-Escritura_20220705_000.pdf,0.9791666666666666,0.8188446934024493
zeroshoot,VIIA_9_Escritura-Escritura_20230505_000.pdf,0.9166666666666666,0.7939556731532017
zeroshoot,VSCF_8_Escritura-Escritura_20250117_000.pdf,0.9166666666666666,0.7528549867371718
zeroshoot,VSUL_1_Escritura-Escritura_20190915_000.pdf,0.9583333333333334,0.8533976761003336
zeroshoot,VTRU16_Escritura-Escritura_20251020_000.pdf,0.9375,0.849257988234361
zeroshoot,VVEO_6_Escritura-Escritura_20221019_000.pdf,0.8125,0.6854457830389341
zeroshoot,VVEO_7_Escritura-Escritura_20250430_000.pdf,0.7291666666666666,0.5922734119618932
zeroshoot,VVTS_3_Escritura-Escritura_20211005_000.pdf,0.9791666666666666,0.8495107231040796
zeroshoot,WWAV_3_Escritura-Escritura_20221124_000.pdf,0.8958333333333334,0.770870187630256
zeroshoot,XPEN_1_Escritura-Escritura_20211206_000.pdf,0.9583333333333334,0.8599738578001658
zeroshoot,XXIX21_Escritura-Escritura_20230112_000.pdf,0.9375,0.885730599363645
zeroshoot,ZMPT_1_Escritura_20180611_000.pdf,0.25,0.7807548517982165
